,popularity,action,adventure,science_fiction,thriller,fantasy,crime,western,drama,family,animation,comedy,mystery,romance,war,history,music,horror,documentary,tv_movie,foreign
244,0.527957,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
245,0.526642,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
246,0.524315,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
247,0.52025,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
248,0.516954,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
249,0.515401,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
250,0.514735,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
251,0.513386,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
252,0.50732,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
253,0.5048279999999989,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
254,0.5024890000000001,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
255,0.49726499999999996,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False
256,0.48635100000000003,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
257,0.482422,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
258,0.47784,True,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
259,0.47634099999999996,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
260,0.475473,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
261,0.474788,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
262,0.47462600000000005,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
263,0.473344,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
264,0.471393,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
265,0.471091,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
266,0.470991,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
267,0.470124,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False
268,0.467556,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
269,0.465707,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False
270,0.46208999999999995,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
271,0.45959700000000003,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
272,0.454151,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
273,0.45293900000000004,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
274,0.45087200000000005,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
